rating_int,y_unit,psi
0,0.0049504950495049506,0.0
1,0.01485148514851485,0.07273917364352632
2,0.024752475247524754,0.15828809603639565
3,0.034653465346534656,0.2684241235253579
4,0.04455445544554455,0.37024539826526015
5,0.054455445544554455,0.4575347001175623
6,0.06435643564356436,0.5297315147952616
7,0.07425742574257425,0.5905127956162957
8,0.08415841584158416,0.6674902791922759
9,0.09405940594059406,0.721796060891093
10,0.10396039603960396,0.7566865675665119
11,0.11386138613861387,0.799505778746405
12,0.12376237623762376,0.8471918452739488
13,0.13366336633663367,0.883969102384271
14,0.14356435643564355,0.9066508872337574
15,0.15346534653465346,0.9224497052729441
16,0.16336633663366337,0.9329626956385082
17,0.17326732673267325,0.9392251570737352
18,0.18316831683168316,0.9430939121796919
19,0.19306930693069307,0.9457574893567533
20,0.20297029702970298,0.9483222935342795
21,0.21287128712871287,0.9503577285997897
22,0.22277227722772278,0.9518038453252736
23,0.23267326732673269,0.9531226765095863
24,0.24257425742574257,0.9542360205438539
25,0.2524752475247525,0.9555094489658433
26,0.2623762376237624,0.9569934946936071
27,0.2722772277227723,0.9581130613086479
28,0.28217821782178215,0.9591371592583762
29,0.29207920792079206,0.960312450063301
30,0.30198019801980197,0.9613177847561273
31,0.3118811881188119,0.9621967298533408
32,0.3217821782178218,0.9630628177032213
33,0.3316831683168317,0.9639664280323207
34,0.3415841584158416,0.9647803957559329
35,0.35148514851485146,0.965720331556392
36,0.3613861386138614,0.9668670839867867
37,0.3712871287128713,0.9677522507371933
38,0.3811881188118812,0.9689660900734727
39,0.3910891089108911,0.9704258510296971
40,0.400990099009901,0.9717473274678702
41,0.41089108910891087,0.9733943240596454
42,0.4207920792079208,0.9746653525007485
43,0.4306930693069307,0.9756858446287424
44,0.4405940594059406,0.9767190245207363
45,0.4504950495049505,0.9776443242171388
46,0.4603960396039604,0.9789374693675308
47,0.47029702970297027,0.9801568502139233
48,0.4801980198019802,0.981260400940121
49,0.4900990099009901,0.9825738696527402
50,0.5,0.9839272048231774
51,0.5099009900990099,0.9851808052904988
52,0.5198019801980198,0.9861412642114263
53,0.5297029702970297,0.9871982878583034
54,0.5396039603960396,0.9883174105820671
55,0.5495049504950495,0.9893107487391171
56,0.5594059405940595,0.990284717687221
57,0.5693069306930693,0.9913107531132769
58,0.5792079207920792,0.9926749535191615
59,0.5891089108910891,0.9938305525804472
60,0.599009900990099,0.9947630288659093
61,0.6089108910891089,0.9957057285170041
62,0.6188118811881188,0.9962655118157364
63,0.6287128712871287,0.9968736282479658
64,0.6386138613861386,0.9976164998246344
65,0.6485148514851485,0.9979871952714162
66,0.6584158415841584,0.9981009327207967
67,0.6683168316831684,0.9985857876514918
68,0.6782178217821783,0.9990773225768059
69,0.6881188118811881,0.9992320840063446
70,0.698019801980198,0.9994666146459336
71,0.7079207920792079,0.9996400764512974
72,0.7178217821782178,0.9998678393448264
73,0.7277227722772277,1.0
74,0.7376237623762376,1.0
75,0.7475247524752475,1.0
76,0.7574257425742574,1.0
77,0.7673267326732673,1.0
78,0.7772277227722773,1.0
79,0.7871287128712872,1.0
80,0.7970297029702971,1.0
81,0.806930693069307,1.0
82,0.8168316831683168,1.0
83,0.8267326732673267,1.0
84,0.8366336633663366,1.0
85,0.8465346534653465,1.0
86,0.8564356435643564,1.0
87,0.8663366336633663,1.0
88,0.8762376237623762,1.0
89,0.8861386138613861,
90,0.8960396039603961,
91,0.905940594059406,1.0
92,0.9158415841584159,1.0
93,0.9257425742574258,1.0
94,0.9356435643564357,
95,0.9455445544554455,
96,0.9554455445544554,1.0
97,0.9653465346534653,1.0
98,0.9752475247524752,1.0
99,0.9851485148514851,1.0
100,0.995049504950495,1.0
